Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Streptomyces capillispiralis	UP000316603	68182	7069
Actinoplanes derwentensis	UP000198688	113562	9207
Paenibacillus sp. FSL R7-0331	UP000029487	1536773	5436
Priestia koreensis	UP000037558	284581	4402
Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	UP000006036	537971	2315
Halobacillus halophilus DSM 2266	UP000007397	866895	4100
Eubacterium sp. CAG:202	UP000017996	1262884	1817
Wenzhouxiangella sp. C33	UP000484885	2707351	3014
Gemmobacter sp. HYN0069	UP000244496	2169400	3779
Neisseria subflava	UP000298760	28449	1949
Nocardioides iriomotensis	UP000291189	715784	4477
Homoserinimonas aerilata	UP000317998	1162970	2633
Flexivirga aerilata	UP000557772	1656889	3673
Arenimonas fontis	UP000322165	2608255	2417
Agrobacterium fabrum str. C58	UP000000813	176299	5344
Pseudanabaena biceps PCC 7429	UP000011201	927668	4751
Luteimonas sp. J16	UP000315271	935283	3050
Paenibacillus sp. LC-T2	UP000463051	2666075	5978
Croceicoccus naphthovorans	UP000035287	1348774	3411
Lacisediminihabitans profunda	UP000321379	2594790	3747
Propionibacteriales bacterium	UP000444577	2015801	4276
Acidovorax sp. MR-S7	UP000030646	1268622	4762
Paenibacillus pini JCM 16418	UP000019364	1236976	4874
Hartmannibacter diazotrophicus	UP000223606	1482074	4966
Buchnera aphidicola (Anoecia oenotherae)	UP000298677	1241833	444
Leptospirillum ferrodiazotrophum	UP000009374	412449	2653
Brevundimonas sp. Leaf363	UP000051182	1736353	2955
Streptomyces mexicanus	UP000517694	178566	6543
Octadecabacter temperatus	UP000067444	1458307	3276
Aliiglaciecola lipolytica E3	UP000006334	1127673	4327
Helicobacter sp. MIT 14-3879	UP000256842	2040649	2319
Mycoplasma sp. Pen4	UP000515910	640330	638
Aeoliella mucimassa	UP000315750	2527972	5127
Flavobacteriales bacterium ALC-1	UP000003630	391603	3427
Thermosulfuriphilus ammonigenes	UP000502179	1936021	2168
Methylocystaceae bacterium	UP000545614	2052174	3821
Clostridium sp. JN-9	UP000287890	2507159	2864
Acrocarpospora pleiomorpha	UP000377595	90975	10405
Rhizobium smilacinae	UP000311605	1395944	5526
bacterium D16-54	UP000275741	2320104	5047
Candidatus Erwinia haradaeae	UP000294462	1922217	630
Cellulomonas bogoriensis 69B4 = DSM 16987	UP000054314	1386082	2898
Litoreibacter arenae DSM 19593	UP000015351	1123360	3637
Bosea lathyri	UP000236743	1036778	5472
Clostridium neonatale	UP000220840	137838	3965
Terricaulis silvestris	UP000431269	2686094	3942
Joostella marina DSM 19592	UP000004690	926559	3783
Aminicella lysinilytica	UP000295500	433323	2119
Marinibacterium profundimaris	UP000215377	1679460	5086
Klebsiella variicola	UP000516181	244366	5574
Hathewaya histolytica	UP000308489	1498	2563
Sphingomonas alpina	UP000515354	653931	4644
Jiangella rhizosphaerae	UP000284057	2293569	6027
Moraxella atlantae	UP000092616	34059	1904
Hylemonella gracilis ATCC 19624	UP000016368	887062	3342
Candidatus Tachikawaea gelatinosa	UP000031627	1410383	613
Massilia sp.	UP000319720	1882437	1435
Oceanimonas doudoroffii	UP000242757	84158	3522
Amycolatopsis antarctica	UP000242444	1854586	5495
Pontibacter sp. GY10130	UP000321926	2603253	4726
Thermoactinomyces sp. AS95	UP000076382	1811386	2550
Rathayibacter tritici	UP000077071	33888	2806
Pedobacter cryophilus	UP000308181	2571271	3357
Sporolactobacillus sp. THM7-7	UP000293103	2511172	2659
Beggiatoa sp. PS	UP000003255	422289	6644
Acidiferrimicrobium australe	UP000437736	2664430	4277
Micromonospora echinaurantiaca	UP000198217	47857	6456
Rhodobacter sp. CACIA14H1	UP000018503	1408890	3570
Anaerotruncus sp. 22A2-44	UP000276301	2321404	2733
Chitinophaga sancti	UP000183788	1004	6697
Bacillus sp. OxB-1	UP000031651	98228	3544
Paenibacillus larvae subsp. larvae DSM 25430	UP000029431	697284	3693
Paenibacillus selenitireducens	UP000190188	1324314	6187
Prochlorococcus marinus str. MIT 9301	UP000001430	167546	1906
Bacteroidales bacterium KA00251	UP000070662	1497953	1795
Spirosoma radiotolerans	UP000033054	1379870	5328
Curvibacter sp. AEP1-3	UP000196261	1844971	4049
Streptococcus sp. X16XC17	UP000291494	2316646	1412
Synechococcus sp. SynAce01	UP000182608	1916956	2626
Massilia sp. KIM	UP000190838	1955422	4908
Facklamia languida CCUG 37842	UP000006190	883113	1527
Muribaculaceae bacterium Isolate-114 (HZI)	UP000273368	2486475	2793
Prevotella multisaccharivorax DSM 17128	UP000002772	688246	2694
Roseovarius pacificus	UP000183974	337701	4424
Marihabitans asiaticum	UP000315628	415218	2675
Pseudomonas kirkiae	UP000292639	2211392	3666
Hydrogenophaga sp. A37	UP000189189	1945864	5133
Anaerospora hongkongensis	UP000295063	244830	4497
Methylobacterium sp.	UP000316577	409	6219
Corticibacter populi	UP000278006	1550736	3638
Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	UP000017831	1121098	3865
Planctomycetes bacterium SV_7m_r	UP000315003	2528025	5245
Eubacteriaceae bacterium	UP000285774	2049045	1822
Sulfurimonas sp. GYSZ_1	UP000326944	2590022	2324
Acetobacter cerevisiae	UP000075473	178900	2662
Labrenzia aggregata IAM 12614	UP000004848	384765	6272
Phaeobacter sp. CECT 5382	UP000050782	1712645	3864
Sinobaca qinghaiensis	UP000285120	342944	3379
Pseudodesulfovibrio cashew	UP000428328	2678688	3498
Parvimonas micra	UP000031386	33033	1418
Candidatus Manganitrophus noduliformans	UP000534783	2606439	4701
Streptomyces sp. A1136	UP000307332	2563102	7243
Desulfopila aestuarii DSM 18488	UP000184603	1121416	5269
[Clostridium] asparagiforme DSM 15981	UP000004756	518636	6817
Streptomyces seoulensis	UP000292547	73044	5663
Syntrophotalea carbinolica DSM 2380	UP000002534	338963	3292
Schleiferilactobacillus kimchicus JCM 15530	UP000050911	1302272	2470
Acidimicrobium ferrooxidans DSM 10331	UP000000771	525909	1935
Colwellia psychrerythraea 34H	UP000000547	167879	4872
gamma proteobacterium IMCC2047	UP000004485	434085	2263
Streptomyces sp. ADI93-02	UP000281963	1522757	7315
Thiothrix nivea DSM 5205	UP000005317	870187	4218
Bifidobacterium magnum	UP000029052	1692	1507
Rhodococcus tukisamuensis	UP000199417	168276	4987
Hoeflea halophila	UP000219465	714899	3883
Erwinia gerundensis	UP000059419	1619313	4160
Arthrobacter echini	UP000305233	1529066	2848
Nitrobacter winogradskyi Nb-255	UP000002531	323098	2980
Alistipes sp. An31A	UP000196483	1965631	2054
bacterium HR10	UP000236617	2035405	2687
Galbibacter marinus	UP000007364	555500	3099
Rhodococcus opacus PD630	UP000265669	543736	3247
Enterococcus thailandicus	UP000078516	417368	2368
Candidatus Accumulibacter aalborgensis	UP000199169	1860102	4556
Ruegeria pomeroyi DSS-3	UP000001023	246200	4269
Propionibacteriaceae bacterium	UP000293861	2021380	2125
Bifidobacterium callitrichidarum	UP000245876	2052941	2443
Eubacterium sp. CAG:115	UP000018005	1262878	2289
Dysgonomonas alginatilytica	UP000247973	1605892	4322
Nocardia puris	UP000252586	208602	7050
Tepidibacillus fermentans	UP000295788	1281767	2415
Tibeticola sediminis	UP000272193	1917811	2531
Geitlerinema sp. PCC 7407	UP000010383	1173025	3813
Rhodobacteraceae bacterium AsT-22	UP000249713	2230886	4150
Frisingicoccus caecimuris	UP000295711	1796636	2610
Haemophilus parahaemolyticus	UP000254867	735	2159
Inmirania thermothiophila	UP000276634	1750597	2472
Cerasibacillus quisquiliarum	UP000321491	227865	2778
Dethiosulfatibacter aminovorans DSM 17477	UP000184052	1121476	3628
Gemmiger sp. An120	UP000195783	1965549	3048
Maribacter hydrothermalis	UP000092164	1836467	3578
Paraburkholderia fungorum	UP000183487	134537	7450
Lactobacillus iners DSM 13335	UP000004115	525328	1214
Winogradskyella epiphytica	UP000248054	262005	3007
Sulfuriferula multivorans	UP000286806	1559896	3515
Synechococcus sp. CBW1002	UP000594557	1353134	3331
Wenzhouxiangella sp. XN24	UP000476891	2713569	3004
Thermotalea metallivorans	UP000070456	520762	3013
Gemmobacter megaterium	UP000186141	1086013	4016
Taibaiella chishuiensis	UP000240572	1434707	4946
Streptomyces sp. PAN_FS17	UP000199275	1855351	8901
Arcobacter sp. CECT 8987	UP000290657	2044504	2486
Chamaesiphon minutus PCC 6605	UP000010366	1173020	5815
Budvicia aquatica	UP000224974	82979	4968
Tenacibaculum mesophilum	UP000183998	104268	2966
Ruminococcus sp. CAG:379	UP000018306	1262956	1950
Rhodobacteraceae bacterium 2CG4	UP000474957	2662447	4349
Sphingomonas sp. TF3	UP000275325	2495580	4052
Sulfitobacter marinus	UP000199239	394264	3434
Sphingomonas sp. Leaf33	UP000051455	1736215	2982
bacterium J17	UP000195266	1932695	527
Serinibacter arcticus	UP000297318	1655435	2999
Planktomarina temperata RCA23	UP000028680	666509	3024
Hydrogeniiclostidium mannosilyticum	UP000249377	2764322	2762
Cellulomonas gilvus ATCC 13127	UP000000485	593907	3153
Mesorhizobium ciceri biovar biserrulae WSM1271	UP000007471	765698	6260
Mycolicibacterium insubricum	UP000192801	444597	4200
Blastococcus saxobsidens	UP000292507	138336	4219
Clostridiales bacterium KA00134	UP000070500	1588750	1672
Butyricicoccus sp. AM42-5AC	UP000284854	2292297	2578
Vogesella sp. LIG4	UP000198213	1192162	3722
Candidatus Cloacimonas acidaminovorans str. Evry	UP000002019	459349	1813
Paenibacillus sp. VKM B-2647	UP000031967	1590651	5046
Zymobacter palmae	UP000267342	33074	2668
Rhodosalinus sp. E84	UP000253370	2259333	3680
Prevotella sp. S7-1-8	UP000029597	1284775	2240
methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)	UP000198961	343232	1523
Methyloligella halotolerans	UP000095087	1177755	3174
Frankia sp. Cc1.17	UP000179627	573497	6324
Acidovorax temperans	UP000032566	80878	3750
bacterium C-53	UP000268274	2320109	3732
Formosa sediminum	UP000319209	2594004	3315
Hansschlegelia zhihuaiae	UP000289708	405005	4190
Caloranaerobacter azorensis H53214	UP000029622	1156417	2148
Fervidobacterium nodosum Rt17-B1	UP000002415	381764	1725
Thiotrichales bacterium HS_08	UP000236724	1899563	4918
Sphingobium sp. TKS	UP000060779	1315974	5795
Enterococcus dispar ATCC 51266	UP000014127	1139219	2622
Lysobacter sp. Root96	UP000050805	1736612	3827
Holospora obtusa F1	UP000019112	1399147	1116
Bacteroidales bacterium KA00344	UP000070254	1497954	2869
Devosia sp. MC521	UP000515290	2759954	3490
butyrate-producing bacterium SS3/4	UP000008961	245014	2993
Helicobacter bilis	UP000029857	37372	2030
Variovorax sp. JS1663	UP000195166	1851577	6556
Neisseria dentiae	UP000193118	194197	2500
Streptococcus agalactiae 2603V/R	UP000000821	208435	2105
Aquisalibacillus elongatus	UP000276443	485577	2958
Blastochloris viridis	UP000065734	1079	3241
Thermoactinomyces daqus	UP000530514	1329516	3444
Pseudohongiella spirulinae	UP000065641	1249552	2984
Aquaspirillum sp. LM1	UP000188659	1938604	3268
Corynebacterium sp. KPL1821	UP000017152	1203560	2322
Parasaccharibacter apium	UP000222233	1510841	1608
Rubrobacter xylanophilus DSM 9941	UP000006637	266117	3127
Paenibacillus curdlanolyticus	UP000524716	59840	4472
Gillisia limnaea DSM 15749	UP000003844	865937	3411
Adlercreutzia equolifaciens subsp. celatus	UP000253805	394340	2195
Nocardiopsis metallicus	UP000579647	179819	6786
Frankia casuarinae	UP000001937	106370	4441
Bacillus oleivorans	UP000219546	1448271	4443
Candidatus Nitrospira nitrosa	UP000199032	1742972	4245
Cupriavidus gilardii J11	UP000318141	936133	4347
Aliarcobacter faecis	UP000500877	1564138	124
Kribbella amoyensis	UP000318380	996641	7393
Nocardioides sp. JQ2195	UP000500693	2592334	3770
Treponema sp. OMZ 838	UP000030314	1539298	2218
Mesorhizobium australicum	UP000193083	536018	5684
Candidatus Jettenia caeni	UP000002985	247490	3545
Enterobacteriaceae bacterium strain FGI 57	UP000011002	693444	4320
Caballeronia glathei	UP000027466	60547	7464
Paenibacillus sp. 7541	UP000215741	2026236	4741
Flavobacterium tangerina	UP000275719	2488728	3128
Actinobacillus seminis	UP000215738	722	2028
Chlorobium limicola DSM 245	UP000008841	290315	2419
Chryseobacterium sp. RU37D	UP000185978	1907397	2783
Corynebacterium otitidis ATCC 51513	UP000006078	883169	1846
Schaalia georgiae	UP000276858	52768	2242
Pseudomonas putida CSV86	UP000010448	1005395	5175
Fulvimonas soli	UP000245812	155197	3277
Butyrivibrio sp. INlla14	UP000199551	1520808	3697
Burkholderia sp. lig30	UP000027020	1192124	4988
Pelagirhabdus alkalitolerans	UP000242949	1612202	2406
Sphingomonas solaris	UP000318681	2529389	4080
Donghicola tyrosinivorans	UP000238392	1652492	4472
Bifidobacterium indicum LMG 11587 = DSM 20214	UP000028569	1341694	1350
Mycoplasma hominis ATCC 23114	UP000002631	347256	529
Oerskovia sp. Root918	UP000051694	1736607	3618
Noviherbaspirillum galbum	UP000482155	2709383	5472
Amycolatopsis sacchari	UP000199025	115433	7365
Anaerotignum neopropionicum	UP000070539	36847	2804
Streptomyces sp. SID8352	UP000463027	2690338	6194
Nostoc flagelliforme CCNUN1	UP000232003	2038116	10244
bacterium B13(2017)	UP000196288	1932701	465
Eubacterium nodatum ATCC 33099	UP000018868	1161902	1690
Geobacillus sp. BCO2	UP000037948	1547578	4649
Roseibacterium sp. KMU-115	UP000526408	2650661	3640
Candidatus Neoehrlichia lotoris str. RAC413	UP000033562	1359163	1017
Brumimicrobium sp. C305	UP000245370	2100725	3111
Lysinibacillus sp. F5	UP000053086	1700846	4209
Salmonella enterica subsp. arizonae	UP000248731	59203	5445
Colwellia chukchiensis	UP000199297	641665	3563
Raineyella sp. CBA3103	UP000386847	2662261	2972
Rhizobacter sp. Root404	UP000051611	1736528	4707
Streptococcus ferus	UP000249495	1345	1812
Conexibacter sp. Seoho-28	UP000240739	2133960	4386
Delftia acidovorans SPH-1	UP000000784	398578	5968
Kitasatospora aureofaciens	UP000037395	1894	7620
Clostridium sp. CAG:265	UP000018277	1262787	2325
Streptomyces turgidiscabies Car8	UP000010931	698760	10034
Streptomyces netropsis	UP000290342	55404	5796
Eilatimonas milleporae	UP000271227	911205	3747
Corynebacterium sp. 366	UP000439070	2652251	1880
Paenirhodobacter enshiensis	UP000028824	1105367	2781
Fibrobacter sp. UWB8	UP000184492	1896207	2821
Nonomuraea polychroma	UP000284824	46176	10251
Paenibacillus sp. IHBB 10380	UP000032320	1566358	4588
Nitrincola sp. A-D6	UP000029924	1545442	2517
Chloracidobacterium thermophilum B	UP000006791	981222	3053
Paraburkholderia strydomiana	UP000293275	1245417	6199
Solimonas aquatica	UP000199233	489703	3891
Corynebacterium canis	UP000320791	679663	2534
Neglecta sp. 59	UP000469514	2304573	3248
Galactobacter valiniphilus	UP000265419	2676122	3019
Cohaesibacter marisflavi	UP000199236	655353	4794
Halomonas xianhensis	UP000199040	442341	4043
Bacteroides cellulosilyticus CAG:158	UP000018191	1263038	4369
Neisseria sicca ATCC 29256	UP000005365	547045	3646
bacterium 1XD42-54	UP000266995	2320110	3209
Xenorhabdus stockiae	UP000222366	351614	3997
Rhodobacteraceae bacterium 9Alg 56	UP000464495	2683284	3843
Rhodobacteraceae bacterium HTCC2150	UP000004731	388401	3636
Radiobacillus deserti	UP000315215	2594883	3501
Spiroplasma syrphidicola EA-1	UP000013963	1276229	1006
Sphingomonas lenta	UP000218151	1141887	3520
Lachnospiraceae bacterium XBB2008	UP000199089	1520826	3048
Sanguibacteroides justesenii	UP000031980	1547597	2587
Rothia nasimurium	UP000192359	85336	2215
Halocynthiibacter arcticus	UP000070371	1579316	3882
Alkalibacter saccharofermentans DSM 14828	UP000184251	1120975	2181
Streptococcus sp. DD13	UP000070387	1777881	1649
Lacticaseibacillus brantae DSM 23927	UP000051672	1423727	1863
Leptolyngbya sp. 'hensonii'	UP000186296	1922337	5119
Phaeobacter gallaeciensis	UP000092565	60890	3897
Tranquillimonas alkanivorans	UP000199356	441119	4454
Prevotella sp. CAG:485	UP000018062	1262927	1956
Rhizobium straminoryzae	UP000316801	1387186	5046
Roseburia sp. 1XD42-69	UP000279120	2320088	4659
Granulicella sibirica	UP000289437	2479048	5287
Tenacibaculum sp. MAR_2009_124	UP000199366	1250059	4480
Kosmotoga sp.	UP000324413	1955248	2971
Rhizobium sp. Root149	UP000051907	1736473	5002
Aquamicrobium sp. LC103	UP000050670	1120658	5730
Alistipes sp. AF17-16	UP000265869	2292190	2605
Roseimaritima ulvae	UP000325286	980254	5779
Pseudochelatococcus contaminans	UP000537592	1538103	3746
Blastococcus sp. TF02-8	UP000252403	2250574	3726
Treponema pallidum subsp. pallidum str. Nichols	UP000000811	243276	1027
Clostridium sp. CAG:1013	UP000018382	1262769	2437
Planctomyces sp. SCGC AG-212-M04	UP000186875	1799657	1771
Nitratifractor salsuginis DSM 16511	UP000008633	749222	2076
Ruminiclostridium herbifermentans	UP000306409	2488810	3670
Prevotella sp. CAG:255	UP000017913	1262923	2771
Plantactinospora sp. KBS50	UP000216795	2024580	5179
Romboutsia sp. CE17	UP000503601	2724150	2826
Ulvibacter litoralis	UP000199321	227084	3476
Roseobacter sp. GAI101	UP000002944	391589	4185
Mitsuokella sp. AF33-22	UP000284511	2292047	2221
Helicobacter sp. 13S00401-1	UP000216091	1905758	1584
Corynebacterium efficiens YS-314	UP000001409	196164	2945
Trinickia caryophylli	UP000192911	28094	5785
Tessaracoccus antarcticus	UP000275256	2479848	3179
Bacillus mesophilus	UP000481043	1808955	4152
Tahibacter aquaticus	UP000295293	520092	5664
Blautia sp. LZLJ-3	UP000593601	2779518	3064
Sphaerochaeta globosa str. Buddy	UP000008466	158189	3007
Streptomyces zagrosensis	UP000588098	1042984	7470
Acaryochloris sp. RCC1774	UP000248857	1764569	5409
Paenibacillus sp. oral taxon 786 str. D14	UP000003981	621372	4460
Synechococcus sp. CC9902	UP000002712	316279	2301
Kutzneria albida DSM 43870	UP000019225	1449976	8775
Sphingobium chlorophenolicum L-1	UP000007150	690566	4062
Aneurinibacillus danicus	UP000321157	267746	4349
Glaciihabitans arcticus	UP000294194	2668039	2984
Alicyclobacillus macrosporangiidus	UP000183508	392015	3795
Pseudomonas nitritireducens	UP000566995	915472	7105
Candidatus Sulcia muelleri GWSS	UP000000781	444179	227
Mesonia hippocampi	UP000553034	1628250	2377
Mycobacterium riyadhense	UP000193087	486698	5166
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	UP000006371	342451	2404
Duncaniella muris	UP000244905	2094150	2703
Pseudodesulfovibrio aespoeensis Aspo-2	UP000002191	643562	3269
Sulfuricaulis limicola	UP000243180	1620215	2756
Prevotella brunnea	UP000321612	2508867	2080
Firmicutes bacterium CAG:475	UP000018161	1263026	1270
Hirschia baltica ATCC 49814	UP000002745	582402	3187
Seonamhaeicola aphaedonensis	UP000256629	1461338	2965
Dellaglioa algida DSM 15638	UP000051450	1423719	1505
Boudabousia liubingyangii	UP000186785	1921764	1617
Lachnospiraceae bacterium G11	UP000198652	1200747	2732
Desulfosporosinus orientis DSM 765	UP000006346	768706	5217
Actinomadura meyerae	UP000198318	240840	7828
Sulfurifustis variabilis	UP000218899	1675686	3857
Actinoplanes sp. TBRC 11911	UP000539830	2729386	8336
[Bacteroides] pectinophilus ATCC 43243	UP000003136	483218	3243
Planctopirus limnophila DSM 3776	UP000002220	521674	4258
Zavarzinia compransoris	UP000246077	1264899	4405
Prevotella oryzae DSM 17970	UP000243438	915438	244
Bifidobacterium aemilianum	UP000252530	2493120	1589
Chrysosporum ovalisporum	UP000051809	75695	2851
Collinsella sp. CAG:289	UP000017952	1262851	1652
Corallincola holothuriorum	UP000252558	2282215	3747
Streptococcus mutans UA159	UP000002512	210007	1953
Treponema maltophilum ATCC 51939	UP000014541	1125699	2287
Cecembia lonarensis LW9	UP000004478	1225176	4213
Cruoricaptor ignavus	UP000184335	1118202	2166
